"","Price","Oil","Gas","Coal","EurDol","Ibex35","Demand"
"88",4.011791667,28.48759965,6.756756757,37.49146369,1.107174491,8.048,533.1929
"89",4.160541667,28.4047121,6.632751938,37.49146369,1.100957833,8.019,563.4602
"90",4.042583333,28.4047121,7.258426966,37.49146369,1.093613298,7.9459,573.2386
"91",4.503333333,27.97808219,7.504012841,37.49146369,1.095890411,7.9107,603.7307
"92",4.580458333,28.70818662,6.974466035,37.49146369,1.100352113,8.0879,608.2551
"93",4.480125,28.79373138,7.158013181,37.49146369,1.103630946,8.0414,597.0696
"94",4.264833333,29.49111647,6.374418977,37.49146369,1.096731739,7.8971,587.0057
"95",3.715708333,28.84404475,6.223574632,37.49146369,1.096731739,7.9981,546.9636
"96",4.107833333,29.9271684,6.642628205,37.49146369,1.103509159,8.1036,569.5688
"97",3.982375,30.08859358,5.905587669,37.49146369,1.107419712,8.1621,563.2566
"98",4.16375,28.17843051,5.242283704,37.49146369,1.096010522,8.0881,578.8536
"99",4.101958333,27.80812937,5.739767479,37.49146369,1.092657343,8.0906,571.3956
"100",3.8055,28.22212562,5.691843859,37.49146369,1.086720278,8,527.4763
"101",4.181208333,27.12471508,5.810789432,37.49146369,1.085422772,7.95,569.5755
"102",4.250875,26.26349892,5.884858044,37.49146369,1.079913607,7.8571,569.3277
"103",4.06025,26.06100076,5.668195477,37.49146369,1.085422772,7.9021,578.0716
"104",4.101041667,25.85981715,5.900110637,37.49146369,1.088376143,7.9502,579.3763
"105",4.113041667,25.59303591,6.185501741,37.49146369,1.088139282,7.993,562.1335
"106",4.046166667,26.69908158,6.533732661,37.49146369,1.080497029,7.9251,585.0302
"107",4.335625,25.94420601,6.905695905,37.49146369,1.072961373,7.9467,594.7692
"108",4.5215,25.30133333,7.307271306,37.49146369,1.066666667,7.8548,591.6631
"109",4.353916667,25.42878449,6.804059329,37.49146369,1.065303079,7.9499,596.0657
"110",4.354916667,25.42878449,5.315526398,37.49146369,1.073767851,7.8997,592.9673
"111",4.514625,25.42878449,5.556589147,37.49146369,1.059883413,7.667,602.3782
"112",4.619916667,24.74655853,6.132192846,37.49146369,1.067121972,7.6191,587.2806
"113",4.454291667,24.28084381,6.512892203,37.49146369,1.065416578,7.5775,582.5107
"114",4.256083333,24.32289463,7.025522042,37.49146369,1.057977148,7.4806,580.1779
"115",3.673666667,24.13574374,7.251660745,37.49146369,1.057194207,7.4831,564.6853
"116",3.8885,23.75491133,5.958009331,37.49146369,1.061909313,7.5539,596.8944
"117",4.018666667,24.42869234,6.167003576,37.49146369,1.057977148,7.3876,610.6545
"118",4.159375,25.1884889,6.63960025,37.49146369,1.061909313,7.2965,622.1523
"119",4.416583333,25.2901456,6.07165109,37.49146369,1.05507491,7.1282,621.6395
"120",4.68375,26.19350732,5.776699029,37.49146369,1.060895396,7.333,628.9725
"121",4.76,25.9805989,6.377287658,37.49146369,1.054407423,7.3508,658.863
"122",4.558916667,25.99100512,6.061173533,37.49146369,1.045915699,7.2127,630.719
"123",3.163166667,25.4587156,6.328246652,37.49146369,1.042535446,7.0603,506.5516
"124",4.35925,25.05188875,6.634078212,37.49146369,1.03777501,6.9255,631.9235
"125",3.924708333,25.54953481,5.969850792,37.49146369,1.022390349,6.6514,582.9997
"126",4.634833333,26.0708402,6.92914604,37.49146369,1.029654036,6.7736,639.6686
"127",4.850166667,24.9571443,6.884917578,37.49146369,1.008369467,6.6834,658.1816
"128",5.088,25.84486971,6.860681115,37.49146369,1.017915309,6.6958,643.7269
"129",5.282416667,25.39348371,6.740535549,28.97243108,1.002506266,6.913,631.8661
"130",4.598666667,25.87511349,7.721440717,28.97243108,1.008776354,6.8936,578.5631
"131",4.70975,26.06220777,5.36380597,28.97243108,1.016466762,6.7134,611.6341
"132",4.8915,26.16564417,5.6268494,28.97243108,1.022494888,6.5922,626.1573
"133",5.654916667,26.05720123,5.707826629,28.97243108,1.02145046,6.6866,633.6002
"134",5.705875,26.4781491,4.416718653,28.97243108,1.028277635,7.0784,622.2876
"135",5.168833333,25.51892552,5.541887263,27.93040293,1.017501018,7.1338,608.5029
"136",5.7895,25.0755287,7.052140078,27.93040293,1.007049345,6.9977,631.0206
"137",5.541125,26.086078,7.116948093,27.93040293,1.010305112,6.8583,635.1727
"138",5.670791667,26.26067507,7.124941213,27.93040293,1.016673444,6.6377,631.5064
"139",5.379,26.44586245,5.587590097,27.93040293,1.012863365,6.7246,624.673
"140",4.649041667,26.09736632,3.308903789,27.93040293,0.997605746,6.4209,575.364
"141",4.980916667,25.61469339,3.932898416,27.93040293,0.987459267,6.4212,604.37
"142",4.791791667,26.02344992,4.737251244,27.93040293,0.9936407,6.6606,621.4349
"143",4.777166667,26.56591768,4.698195395,27.93040293,0.994233446,6.7516,635.782
"144",4.983208333,25.99053814,5.152410575,27.93040293,0.985610093,6.4204,638.8273
"145",4.416916667,25.48086456,6.169084386,27.93040293,0.991473329,6.2519,610.766
"146",4.726416667,25.88294652,4.986569758,27.93040293,1.009081736,6.1586,614.817
"147",4.380166667,25.64800807,4.44637498,27.93040293,1.008572869,6.0045,621.599
"148",4.341,25.32454564,3.948113208,27.93040293,0.998601957,6.3101,614.8672
"149",4.272625,25.07993605,2.147703961,27.93040293,0.999200639,6.3034,622.8059
"150",4.178791667,25.6593015,2.953062848,27.93040293,1.01822625,6.6598,620.5832
"151",4.27375,26.38535841,3.095011122,27.93040293,1.016776817,6.3223,630.9412
"152",4.022666667,26.86292548,3.515412873,27.93040293,1.022181335,6.2493,604.7559
"153",4.162291667,26.42418033,6.123685049,27.93040293,1.024590164,6.0749,581.4103
"154",3.675958333,25.49377089,4.889594917,26.21290388,1.012863365,6.1141,573.3874
"155",3.92575,25.6201708,4.692710815,26.21290388,1.016673444,5.9632,558.8651
"156",3.748208333,26.51460419,5.956362478,26.21290388,1.032098256,6.1686,563.0429
"157",3.546916667,26.50030934,6.35240057,26.21290388,1.031140441,6.0917,562.2747
"158",3.529125,26.33426241,6.393054459,26.21290388,1.032311345,6.3961,557.6266
"159",3.503958333,26.20002056,6.608969315,26.21290388,1.027854867,6.4003,546.0235
"160",2.594875,26.20654397,6.924522393,26.21290388,1.022494888,6.2211,519.9677
"161",2.609583333,26.64557608,6.9566578,26.21290388,1.020512297,6.2714,545.4687
"162",2.535541667,26.85401238,6.975289334,26.21290388,1.014507457,6.1046,547.5492
"163",2.098208333,27.26807814,4.983544899,26.21290388,1.022808633,6.1046,475.6417
"164",2.51675,27.81679389,5.580196783,26.21290388,1.017811705,6.3266,512.9637
"165",2.903166667,28.00285743,5.706896552,26.21290388,1.020512297,6.583,552.61
"166",3.267666667,28.21691176,6.801745636,26.21290388,1.02124183,6.4663,573.4605
"167",3.791125,28.20118828,7.894161723,26.21290388,1.02438025,6.5281,568.0441
"168",4.291208333,28.46468782,8.5848319,26.21290388,1.023541453,6.6788,561.1243
"169",3.972583333,28.36959885,7.536027569,26.21290388,1.031246777,6.5901,553.2996
"170",3.600583333,28.40944233,7.496082733,26.21290388,1.030821565,6.5341,536.6275
"171",3.665458333,28.53488848,8.3390625,26.21290388,1.02312257,6.7031,551.3042
"172",3.257291667,28.02768166,8.661244917,26.21290388,1.017708121,6.4727,552.1078
"173",2.897958333,27.54241593,9.686667711,26.21290388,1.015950422,6.3709,564.9284
"174",2.739375,28.02806875,7.999055416,26.21290388,1.016983627,6.4357,573.8055
"175",3.422583333,27.95031056,6.659309475,26.21290388,1.01822625,6.3413,586.8205
"176",3.738666667,26.82139253,6.456074179,26.21290388,1.009081736,6.1419,610.8275
"177",3.78975,27.45551423,8.016997167,26.21290388,1.00532824,6.1651,607.8145
"178",3.987458333,27.60902256,7.351274788,26.21290388,1.002506266,6.0804,605.7308
"179",4.2685,28.59447469,7.212078097,26.88041944,1.008267796,6.2616,600.8291
"180",4.217541667,29.2730243,7.456656593,26.88041944,1.021033286,6.1433,568.434
"181",4.020083333,29.63114754,8.691291196,26.88041944,1.024590164,6.2957,603.1007
"182",4.156791667,29.41840189,8.595146871,26.88041944,1.02574623,6.492,579.0806
"183",4.578541667,28.45136825,8.598979917,26.88041944,1.024905196,6.2511,608.7355
"184",4.605666667,29.08256881,7.7076042,26.88041944,1.019367992,6.1413,609.5434
"185",3.779458333,29.30909842,8.998407643,26.88041944,1.032737788,6.087,586.587
"186",4.021416667,28.76982071,8.859774496,26.88041944,1.036376827,6.082,605.7559
"187",4.185166667,29.21336761,8.833122229,26.88041944,1.028277635,5.9055,606.6512
"188",4.217625,28.9891991,8.376623377,26.88041944,1.018952517,5.819,615.6591
"189",4.22225,29.22369765,8.351492184,26.88041944,1.02145046,5.7611,614.4184
"190",3.89025,29.86471366,8.974521285,26.88041944,1.01719052,5.5801,561.6502
"191",3.923458333,29.98575499,9.120583109,26.88041944,1.017501018,5.3909,569.004
"192",4.125875,29.79224235,9.445064583,26.88041944,1.0234367,5.4474,589.2779
"193",3.719,29.53246223,9.670066943,26.88041944,1.020824826,5.6824,592.1553
"194",3.239541667,29.65538399,8.381088825,26.88041944,1.022599448,5.6306,593.6329
"195",3.910916667,29.52332657,7.734710087,26.88041944,1.014198783,5.4317,581.8156
"196",4.154791667,29.83470236,4.457543412,26.88041944,1.014095933,5.3686,600.3977
"197",3.958333333,29.62887646,3.53718745,26.88041944,1.016776817,5.6144,596.459
"198",3.874333333,28.77654196,5.484434562,26.88041944,1.011122346,5.5517,597.2278
"199",4.20075,28.70755195,6.3354531,34.8707552,1.013684744,5.4992,597.4552
"200",4.106291667,28.93556281,5.719074222,34.8707552,1.019575856,5.4643,567.7635
"201",4.082208333,28.85714286,7.535908075,34.8707552,1.020408163,5.4541,598.9903
"202",3.865875,28.8261667,9.013928458,34.8707552,1.018952517,5.3645,577.1424
"203",3.425958333,28.05063291,8.880797847,34.8707552,1.012658228,5.4476,587.9211
"204",3.506708333,28.58882013,9.197911723,34.8707552,1.014507457,5.661,581.4956
"205",3.687291667,28.9273777,10.17399557,34.8707552,1.012863365,5.6033,564.9714
"206",3.773833333,29.21508665,10.35499208,34.8707552,1.019367992,5.8894,593.8977
"207",3.776916667,29.12552173,10.84520418,34.8707552,1.018018935,5.8654,596.2499
"208",3.983458333,28.90504968,13.20354265,34.8707552,1.024275325,6.0235,596.7808
"209",3.879541667,28.96764253,11.55180646,34.8707552,1.027221366,6.0108,587.884
"210",2.960625,27.70824785,11.08730159,34.8707552,1.025851457,6.0314,576.6501
"211",3.76525,27.32391482,9.947743468,34.8707552,1.023751024,6.0408,589.1768
"212",3.999458333,27.29411765,11.73926818,34.8707552,1.023017903,5.8814,598.9594
"213",3.920333333,27.50051345,11.63145353,34.8707552,1.026904909,6.0542,592.4994
"214",3.704541667,26.59018744,10.31816736,34.8707552,1.024275325,6.0925,585.3228
"215",3.546458333,26.10569523,10.94300683,34.8707552,1.026167265,6.1646,572.1595
"216",3.164083333,26.18126273,10.516886,34.8707552,1.018329939,6.0059,592.5246
"217",3.674708333,25.74045802,11.12236821,34.8707552,1.017811705,6.0381,597.169
"218",3.392625,25.86171938,9.407208347,34.8707552,1.01378751,6.1394,590.9001
"219",2.231916667,25.84720273,8.685615578,34.64006417,1.002606778,6.1394,484.472
"220",3.828291667,25.35197104,8.234741784,34.64006417,1.005631537,6.3662,573.7959
"221",4.410916667,24.6009577,8.01341026,34.64006417,0.997605746,6.3691,603.6289
"222",1.393,23.8372677,8.922427276,34.64006417,1.004520342,6.3191,602.2749
"223",4.558,24.32837311,11.57111529,34.64006417,0.998701688,6.1156,601.2684
"224",4.138166667,23.29078856,11.2454902,34.64006417,0.989413278,6.0742,599.8531
"225",3.929,23.56310488,9.197802198,34.64006417,0.987556785,6.06,589.0163
"226",3.956583333,23.81708164,9.391318025,34.64006417,0.991965083,6.1419,606.6087
"227",3.052041667,22.8049265,11.12407378,34.64006417,0.993245928,6.1335,612.5833
"228",2.803791667,22.60525012,10.05192762,34.64006417,0.990589401,6.2717,622.9036
"229",3.133,23.26253864,8.94530022,34.64006417,0.997108386,6.2508,621.7389
"230",3.040541667,23.25881769,10.72795733,34.64006417,0.993541977,6.3563,624.7226
"231",3.030541667,23.75308642,10.35932842,34.64006417,0.987654321,6.2993,647.8116
"232",3.30825,24.00439166,10.41169076,34.64006417,0.998103603,6.2643,644.9131
"233",2.91625,24.43691449,10.05506608,34.64006417,0.996611521,6.4989,645.9141
"234",2.421083333,24.73064645,9.134964483,34.64006417,0.997605746,6.5392,640.1616
"235",2.76675,25.08833922,10.80461587,34.64006417,1.009591116,6.5807,635.1403
"236",2.184458333,24.78304743,10.41134752,34.64006417,1.009081736,6.4715,652.3215
"237",2.231,25.29465095,9.811320755,34.64006417,1.007353682,6.7001,648.1632
"238",2.292875,25.87074693,9.380766224,34.64006417,1.006643849,6.7041,639.6672
"239",2.457833333,25.92928377,9.108678655,34.64006417,1.007353682,6.6856,638.5928
"240",2.476,26.06625469,9.692886243,34.64006417,1.013068585,6.7363,628.7809
"241",2.554708333,26.17638206,10.33730781,34.64006417,1.003310926,6.5824,654.7494
"242",2.273625,25.94330206,11.45280352,34.64006417,0.998203234,6.5128,658.6357
"243",2.575916667,26.09348414,11.70961659,34.64006417,1.000900811,6.4253,659.2043
"244",2.166958333,25.65460724,11.66379175,34.49930042,0.99940036,6.4253,558.1849
"245",3.096916667,25.81987516,13.24730174,34.49930042,0.990785693,6.291,637.6878
"246",2.924791667,26.06072594,16.97007481,34.49930042,0.989021857,6.3321,682.8784
"247",2.977458333,26.67130227,16.02716204,34.49930042,0.993344591,6.3715,683.114
"248",2.973916667,26.87081528,12.69069442,34.49930042,0.984639622,6.2516,680.4291
"249",3.132166667,27.04236376,11.77501939,34.49930042,0.97837785,6.1206,684.2808
"250",2.299083333,28.13356835,12.51011516,34.49930042,0.97924011,6.3114,657.5648
"251",2.47425,28.37877171,11.94879752,34.49930042,0.970214417,6.2666,679.0921
"252",2.310416667,29.24804688,13.33905982,34.49930042,0.9765625,6.1558,670.0245
"253",2.950666667,29.45585515,12.59253475,34.49930042,0.973425484,6.1683,667.1093
"254",2.448208333,28.85421745,11.37365213,34.49930042,0.975134081,6.208,635.0413
"255",2.069875,29.77047267,7.098976109,34.49930042,0.972573429,6.2402,569.8636
"256",1.116125,30.04079254,5.750734498,34.49930042,0.971250971,6.2402,514.7637
"257",1.119375,30.04079254,5.750734498,34.49930042,0.971250971,6.2402,422.5657
"258",1.982875,30.04079254,5.750734498,34.49930042,0.971250971,6.2402,508.8549
"259",1.802791667,30.34888204,4.671296296,34.49930042,0.963762529,6.0813,550.4968
"260",1.379291667,30.72346958,6.456923077,34.49930042,0.959508732,6.0369,558.6636
"261",0.546833333,28.72127396,13.91544965,34.49930042,0.953561552,6.0369,525.1785
"262",0.697833333,28.72127396,13.91544965,34.49930042,0.953561552,6.0369,434.1533
"263",1.540041667,29.02546429,9.728527607,34.49930042,0.957304231,6.284,570.6559
"264",1.511833333,30.24441878,10.70923077,34.58429561,0.962278676,6.2373,574.3782
"265",1.524333333,29.967582,14.41108545,34.58429561,0.953470633,6.2373,491.9735
"266",1.862666667,29.52517986,18.96243842,34.58429561,0.959232614,6.3493,651.6707
"267",2.077666667,28.23552086,20.48806774,34.58429561,0.963669654,6.3772,688.4155
"268",2.109208333,28.79984772,18.85298622,34.58429561,0.951746455,6.433,715.4991
"269",2.1675,28.62991526,11.20140802,34.58429561,0.952108921,6.4389,710.6083
"270",3.043583333,28.87477486,8.306942753,34.58429561,0.947957152,6.5347,725.8081
"271",2.23075,29.64923891,8.698161932,34.58429561,0.945447669,6.5892,749.0324
"272",3.456041667,30.14440433,8.753033981,34.58429561,0.950028501,6.5668,754.1282
"273",3.878458333,30.56607346,9.555049355,34.58429561,0.946611132,6.6106,745.0566
"274",3.360291667,29.63762674,9.320875114,34.58429561,0.938790837,6.4582,730.4579
"275",1.842166667,30.25438844,9.365486059,34.58429561,0.938702713,6.3908,704.1535
"276",2.078458333,29.77565005,9.011469967,34.58429561,0.938702713,6.3463,712.8208
"277",2.091291667,29.92162717,8.549285177,34.58429561,0.93300989,6.2497,689.2809
"278",1.946916667,29.19029469,8.270563423,34.58429561,0.929627219,6.3102,683.9176
"279",1.912333333,29.32121662,8.109294581,34.58429561,0.927299703,6.2689,682.896
"280",2.848166667,28.53725851,9.54265082,34.58429561,0.919963201,6.0224,657.0082
"281",1.115458333,28.43264249,10.72154009,34.58429561,0.925240563,5.9554,669.2319
"282",1.78075,28.76334192,11.60327322,34.58429561,0.920132499,5.941,680.2944
"283",1.900541667,29.23334574,18.16192225,34.58429561,0.930405657,6.0196,704.0972
"284",3.120541667,29.18823964,16.72563672,34.58429561,0.924556213,5.9477,723.0513
"285",2.772625,28.84705005,16.25972837,34.58429561,0.932053313,6.0172,682.4091
"286",1.889833333,28.76547773,20.2419723,34.58429561,0.924043615,5.8729,704.2355
"287",2.131083333,29.12007333,15.50325412,34.58429561,0.916590284,6.0026,699.2104
"288",2.704583333,29.4182928,9.962075243,34.58429561,0.924812725,5.8856,698.161
"289",2.438625,29.87301882,8.212130356,33.32097507,0.92686996,5.8093,707.8089
"290",2.12975,30.04256107,9.237980042,33.32097507,0.925240563,5.7876,685.7591
"291",2.494375,30.36614982,9.102331214,33.32097507,0.93405567,5.9233,704.1918
"292",2.009916667,30.24881185,10.8843025,33.32097507,0.931879601,5.8402,702.4343
"293",2.297208333,30.88864101,13.9795304,33.32097507,0.929540807,5.8176,696.5082
"294",2.433833333,30.8162698,12.32439718,33.32097507,0.926526452,5.9728,702.7731
"295",3.895291667,30.85106383,16.52595465,33.32097507,0.933184024,6.0829,714.8484
"296",3.76675,31.04349449,13.77923432,33.32097507,0.933358223,6.165,750.9376
"297",3.793333333,30.94149482,13.39527278,33.32097507,0.933096949,6.0368,754.0304
"298",3.899625,30.43761033,13.52361183,33.32097507,0.929108984,5.9893,733.1104
"299",3.241666667,30.22697915,8.914580265,33.32097507,0.922679461,6.0432,708.9239
"300",3.603625,31.16313777,8.286764706,33.32097507,0.932748811,5.9521,678.8098
"301",3.315166667,31.22331539,8.960526316,33.32097507,0.928160386,5.8032,695.6048
"302",2.665625,31.11689761,8.822925828,33.32097507,0.929973031,5.782,692.4279
"303",1.55025,31.50064683,8.557439345,33.32097507,0.924043615,5.8877,691.8527
"304",2.157875,31.53403821,8.37912891,33.32097507,0.927471712,5.9994,660.7987
"305",2.198125,30.92592593,9.50094849,33.32097507,0.925925926,5.9872,628.7047
"306",1.814625,31.47724151,8.447601102,33.32097507,0.915834783,5.8618,633.1417
"307",1.758708333,30.93197155,9.320826062,33.32097507,0.911909539,5.8798,632.5153
"308",1.785458333,31.36915078,9.046991656,33.32097507,0.912159081,5.8169,636.6646
"309",1.82075,31.2256545,9.643221203,31.05353746,0.905879156,5.7165,632.6215
"310",2.270916667,31.64281833,9.230992035,31.05353746,0.905633037,5.5694,614.8323
"311",2.462125,30.7400722,9.018529241,31.05353746,0.902527076,5.6064,628.8983
"312",3.018208333,30.97569822,9.894659839,31.05353746,0.906782735,5.4524,623.975
"313",2.144666667,31.27761414,10.78127308,31.05353746,0.920471281,5.6707,622.2145
"314",2.952541667,29.21577726,9.352220747,31.05353746,0.928074246,5.9049,615.2846
"315",3.985625,28.09925007,8.79009814,31.05353746,0.9258402,6.0645,610.8194
"316",3.116333333,26.96958247,9.340124004,31.05353746,0.944643869,6.0896,630.3528
"317",2.235333333,26.86849574,8.88315898,31.05353746,0.946073794,6.1713,587.4374
"318",3.131458333,26.43504532,9.29098966,31.05353746,0.944108761,6.1021,627.974
"319",2.78725,24.20544835,8.562971733,31.05353746,0.945894816,6.258,625.4237
"320",3.596041667,24.9576829,8.349844743,31.05353746,0.940379913,6.005,605.5543
"321",3.232208333,25.51678982,8.397700472,31.05353746,0.935366196,6.1238,623.7231
"322",3.175791667,24.35548889,8.220976545,31.05353746,0.937470704,6.1428,625.6026
"323",3.10125,25.44996736,8.35853766,31.05353746,0.932574839,6.0224,631.0621
"324",2.710416667,25.77819199,8.576839039,31.05353746,0.931966449,6.0292,620.1504
"325",2.418583333,25.74575493,8.683294664,31.05353746,0.917852226,5.8705,595.4578
"326",2.192,25.6542099,9.431094383,31.05353746,0.918189331,5.9532,612.7557
"327",2.140458333,24.27516159,9.121710048,31.05353746,0.923361034,6.1745,615.9332
"328",2.329458333,24.99532798,8.931854662,31.05353746,0.934404784,6.238,614.7132
